name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
Aqua Allegoria Forte Rosa Rossa Guerlain para Mujeres,"Aqua Allegoria Forte Rosa Rossa de Guerlain es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Esta fragrancia es nueva. Aqua Allegoria Forte Rosa Rossa se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son durazno (melocotón), casis (grosellero negro), pimienta rosa y almendra; las Notas de Corazón son rosa de Bulgaria (rosa Damascena de Bulgaria) y rosa de Damasco; las Notas de Fondo son benjuí, pachulí y sándalo.",,44.83739328,,58.20087332,,,4.03,5,514,"['durazno (melocotón)', 'casis (grosellero negro)', 'pimienta rosa', 'almendra']","['rosa de Bulgaria (rosa Damascena de Bulgaria)', 'rosa de Damasco']","['benjuí', 'pachulí', 'sándalo']",,,,46.19374439,52.67475147,,,,,,,,52.30627316,,100,,52.57403406,,48.42110804,66.90924404,46.74646186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Aqua-Allegoria-Forte-Rosa-Rossa-76315.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandarine Basilic Harvest Guerlain para Hombres y Mujeres,Mandarine Basilic Harvest de Guerlain es una fragancia de la familia olfativa Cítrica Aromática para Hombres y Mujeres. Esta fragrancia es nueva. Mandarine Basilic Harvest se lanzó en 2023. La Nariz detrás de esta fragrancia es Delphine Jelk.,100,45.25742624,53.89220258,,,,4.17,5,460,,,,"['mandarina verde', 'albahaca', 'té verde', 'notas amaderadas']",,,,,,62.65274915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Mandarine-Basilic-Harvest-79470.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamade Guerlain para Mujeres,"Chamade de Guerlain es una fragancia de la familia olfativa Oriental Floral para Mujeres. Chamade se lanzó en 1969. La Nariz detrás de esta fragrancia es Jean-Paul Guerlain. Las Notas de Salida son jacinto, aldehídos, rosa, jazmín y bergamota; las Notas de Corazón son gálbano, rosa, lila, jazmín, lirio de los valles (muguete) y clavos de olor; las Notas de Fondo son bálsamo de Tolú, benjuí, bálsamo del Perú, ámbar, vetiver, vainilla y sándalo.",,57.96329803,,,,66.17677097,4.24,5,1928,"['jacinto', 'aldehídos', 'rosa', 'jazmín', 'bergamota']","['gálbano', 'rosa', 'lila', 'jazmín', 'lirio de los valles (muguete)', 'clavos de olor']","['bálsamo de Tolú', 'benjuí', 'bálsamo del Perú', 'ámbar', 'vetiver', 'vainilla', 'sándalo']",,,,,62.90511688,,100,56.11525255,,,,,88.06454207,,67.20127379,,,,87.88947593,,,,,,,,,,67.82948542,,,,,,,,,,,,,,,,,,,,61.73988565,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Chamade-50.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champs Elysees Eau de Parfum Guerlain para Mujeres,"Champs Elysees Eau de Parfum de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Champs Elysees Eau de Parfum se lanzó en 1996. Champs Elysees Eau de Parfum fue creada por Jacques Guerlain, Jean-Paul Guerlain y Olivier Cresp. Las Notas de Salida son melón, almendra, durazno (melocotón), violeta, grosellas negras y anís; las Notas de Corazón son lila, mimosa, lirio de los valles (muguete), peonía, flor del almendro, rosa y hibisco (flor de Jamaica, cayena); las Notas de Fondo son vainilla, sándalo, árbol del almendro, benjuí y cedro.",,,,,,66.69718572,4.07,5,2428,"['melón', 'almendra', 'durazno (melocotón)', 'violeta', 'grosellas negras', 'anís']","['lila', 'mimosa', 'lirio de los valles (muguete)', 'peonía', 'flor del almendro', 'rosa', 'hibisco (flor de Jamaica, cayena)']","['vainilla', 'sándalo', 'árbol del almendro', 'benjuí', 'cedro']",,,54.04746284,55.47183761,,,50.74631323,45.9673234,,59.35116821,,,100,,,,,,,50.93824054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Champs-Elysees-Eau-de-Parfum-25330.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champs Elysees Eau de Toilette Guerlain para Mujeres,"Champs Elysees Eau de Toilette de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Champs Elysees Eau de Toilette se lanzó en 1996. Champs Elysees Eau de Toilette fue creada por Jacques Guerlain, Jean-Paul Guerlain y Olivier Cresp. Las Notas de Salida son melón, durazno (melocotón), almendra, violeta, grosellas negras y anís; las Notas de Corazón son mimosa, lila, lirio de los valles (muguete), peonía, rosa, flor del almendro y hibisco (flor de Jamaica, cayena); las Notas de Fondo son vainilla, árbol del almendro, sándalo, benjuí y cedro.",,,,,,69.88392906,3.96,5,6999,"['melón', 'durazno (melocotón)', 'almendra', 'violeta', 'grosellas negras', 'anís']","['mimosa', 'lila', 'lirio de los valles (muguete)', 'peonía', 'rosa', 'flor del almendro', 'hibisco (flor de Jamaica, cayena)']","['vainilla', 'árbol del almendro', 'sándalo', 'benjuí', 'cedro']",,,56.46317067,55.47167919,,,52.25608808,47.21299393,,59.70613747,,,100,,,,,,,50.39629576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Champs-Elysees-Eau-de-Toilette-66.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Too Much Guerlain para Mujeres,"Too Much de Guerlain es una fragancia de la familia olfativa Floral Verde para Mujeres. Too Much se lanzó en 2000. Las Notas de Salida son mimosa y bergamota; las Notas de Corazón son mimosa, azucena y jacinto; las Notas de Fondo son narciso, benjuí y jazmín.",47.62409644,,54.50824641,,,,4.04,5,393,"['mimosa', 'bergamota']","['mimosa', 'azucena', 'jacinto']","['narciso', 'benjuí', 'jazmín']",,,100,,,,78.79632171,75.7119247,,57.86765715,,,78.13540809,,,,,,50.37783649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Too-Much-67.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santal Royal Guerlain para Hombres y Mujeres,"Santal Royal de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Santal Royal se lanzó en 2016. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son neroli y jazmín; las Notas de Corazón son rosa, durazno (melocotón) y canela; las Notas de Fondo son madera de oud, sándalo, cuero, ámbar y almizcle.",,,,81.69950193,,,3.63,5,332,"['neroli', 'jazmín']","['rosa', 'durazno (melocotón)', 'canela']","['madera de oud', 'sándalo', 'cuero', 'ámbar', 'almizcle']",,,,,65.3921018,,,,,75.61209559,,,,,78.71994206,,,74.24025657,61.9200869,54.30410428,,,,,,,61.35986758,,,,,100,,,,,,48.47999586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Santal-Royal-38808.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Homme Guerlain para Hombres,Guerlain Homme de Guerlain es una fragancia de la familia olfativa Amaderada Aromática para Hombres. Guerlain Homme se lanzó en 2008. Guerlain Homme fue creada por Thierry Wasser y Sylvaine Delacourte.,100,78.80081432,65.34363577,64.25540184,,,4.25,5,2459,,,,"['mojito', 'lima (limón verde)', 'menta', 'vetiver', 'bergamota', 'ron', 'cedro', 'geranio']",,,,,,82.44056818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Homme-3638.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Homme Eau de Parfum (2016) Guerlain para Hombres,"Guerlain Homme Eau de Parfum (2016) de Guerlain es una fragancia de la familia olfativa Amaderada Aromática para Hombres. Guerlain Homme Eau de Parfum (2016) se lanzó en 2016. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son menta picante, lima (limón verde) y ron; la Nota de Corazón es notas florales; las Notas de Fondo son vetiver, cedro y pachulí.",78.83109396,96.72653097,62.32805641,100,,,4.31,5,1738,"['menta picante', 'lima (limón verde)', 'ron']",['notas florales'],"['vetiver', 'cedro', 'pachulí']",,58.213383,,,45.10132588,,96.8622234,,,,,,50.79819077,,,,,,,,47.36197951,,,,,,,,,,,,,,,,,,,,,,,,,55.68134451,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Homme-Eau-de-Parfum-2016-47793.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Homme Intense Guerlain para Hombres,"Guerlain Homme Intense de Guerlain es una fragancia de la familia olfativa Amaderada Aromática para Hombres. Guerlain Homme Intense se lanzó en 2009. Las Notas de Salida son menta, mojito y ruibarbo; las Notas de Corazón son ron, geranio y notas florales; las Notas de Fondo son vetiver, cedro de Virginia y pachulí.",46.84054345,100,65.9296262,78.64797396,,,4.41,5,1712,"['menta', 'mojito', 'ruibarbo']","['ron', 'geranio', 'notas florales']","['vetiver', 'cedro de Virginia', 'pachulí']",,51.20495367,,,45.84136112,,94.39381386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.57018157,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Homme-Intense-6679.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Homme L'Eau Guerlain para Hombres,Guerlain Homme L'Eau de Guerlain es una fragancia de la familia olfativa Cítrica Aromática para Hombres. Guerlain Homme L'Eau se lanzó en 2010. La Nariz detrás de esta fragrancia es Thierry Wasser.,100,75.05259882,80.0659829,,,,4.38,5,725,,,,"['lima (limón verde)', 'menta', 'toronja (pomelo)', 'bergamota', 'ron', 'geranio']",,,,,,65.64464976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Homme-L-Eau-8115.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Homme L'Eau Boisée Guerlain para Hombres,Guerlain Homme L'Eau Boisée de Guerlain es una fragancia de la familia olfativa Amaderada Chipre para Hombres. Guerlain Homme L'Eau Boisée se lanzó en 2012. La Nariz detrás de esta fragrancia es Thierry Wasser.,74.45679702,92.29881946,60.91566972,100,,48.65379517,4.28,5,2337,,,,"['vetiver', 'lima (limón verde)', 'notas amaderadas', 'hierba', 'menta', 'geranio', 'ron', 'almizcle']",56.69966327,,,,,98.79300134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Homme-L-Eau-Boisee-14180.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Dress Code Guerlain para Hombres,"Habit Rouge Dress Code de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Habit Rouge Dress Code se lanzó en 2015. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son rosa, bergamota y neroli; la Nota de Corazón es especias; las Notas de Fondo son praliné, vainilla, cuero, haba tonka y notas amaderadas.",76.43099082,53.95990357,,64.97757163,,,4.4,5,259,"['rosa', 'bergamota', 'neroli']",['especias'],"['praliné', 'vainilla', 'cuero', 'haba tonka', 'notas amaderadas']",,,,100,59.48956394,,,,,,,,51.40947789,,68.72364285,,,67.97870068,52.37763571,,,99.44196088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Dress-Code-31927.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Eau de Parfum Guerlain para Hombres,"Habit Rouge Eau de Parfum de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Habit Rouge Eau de Parfum se lanzó en 2003. La Nariz detrás de esta fragrancia es Jean-Paul Guerlain. Las Notas de Salida son limón (lima ácida), bergamota, secuoya roja brasileña, naranja, lima (limón verde), naranja tangerina y albahaca; las Notas de Corazón son rosa, clavel, sándalo, pachulí, cedro, canela y jazmín; las Notas de Fondo son vainilla, cuero, benjuí, ámbar, ládano, musgo de roble y madera de oud.",100,58.12524686,,81.3180346,,,4.29,5,1775,"['limón (lima ácida)', 'bergamota', 'secuoya roja brasileña', 'naranja', 'lima (limón verde)', 'naranja tangerina', 'albahaca']","['rosa', 'clavel', 'sándalo', 'pachulí', 'cedro', 'canela', 'jazmín']","['vainilla', 'cuero', 'benjuí', 'ámbar', 'ládano', 'musgo de roble', 'madera de oud']",,,,,69.67717303,,,,,50.39477842,,,56.71195724,,55.37516128,,,52.77253338,65.60780209,,,60.1749085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Eau-de-Parfum-25313.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Eau de Toilette Guerlain para Hombres,"Habit Rouge Eau de Toilette de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Habit Rouge Eau de Toilette se lanzó en 1988. La Nariz detrás de esta fragrancia es Jean-Paul Guerlain. Las Notas de Salida son limón (lima ácida), palo de rosa de Brasil, naranja, bergamota, lima (limón verde), naranja tangerina y albahaca; las Notas de Corazón son rosa, clavel, sándalo, canela, pachulí, jazmín y cedro; las Notas de Fondo son vainilla, cuero, ámbar, benjuí, musgo de roble y ládano.",100,53.85579615,,69.73115971,,,4.18,5,4218,"['limón (lima ácida)', 'palo de rosa de Brasil', 'naranja', 'bergamota', 'lima (limón verde)', 'naranja tangerina', 'albahaca']","['rosa', 'clavel', 'sándalo', 'canela', 'pachulí', 'jazmín', 'cedro']","['vainilla', 'cuero', 'ámbar', 'benjuí', 'musgo de roble', 'ládano']",,,,,65.66602369,,,,,,,,53.14850312,,53.23019525,,,49.88928327,58.43224874,,,56.71248118,,,,,,,48.63554182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Eau-de-Toilette-16.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge L'Eau Guerlain para Hombres,Habit Rouge L'Eau de Guerlain es una fragancia de la familia olfativa Oriental para Hombres. Habit Rouge L'Eau se lanzó en 2011. La Nariz detrás de esta fragrancia es Thierry Wasser.,100,,,74.26847847,,55.29039995,4.24,5,735,,,,"['naranja amarga', 'vainilla', 'jazmín', 'avellana', 'pachulí', 'notas verdes']",,,47.53094275,,,53.19657137,72.90314291,,,,,,,,,,,,,58.32857134,78.03514289,,,69.61871432,,,,45.70392849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-L-Eau-13955.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge L'Instinct Guerlain para Hombres,"Habit Rouge L'Instinct de Guerlain es una fragancia de la familia olfativa Cuero para Hombres. Esta fragrancia es nueva. Habit Rouge L'Instinct se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son notas verdes, toronja (pomelo) y bergamota; las Notas de Corazón son marihuana (cannabis), yerba mate y rosa roja; las Notas de Fondo son cuero, pachulí y vainilla.",100,91.45278193,66.98305973,49.1620555,,,3.24,5,300,"['notas verdes', 'toronja (pomelo)', 'bergamota']","['marihuana (cannabis)', 'yerba mate', 'rosa roja']","['cuero', 'pachulí', 'vainilla']",,,,,,,98.1843237,,,,,,,,,53.21248663,,57.37450671,,,52.34655633,,,,,,,,,,,,55.41897225,,,,,,,,,,,,,,,,,,,,,,,,,73.01679857,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-L-Instinct-73514.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Parfum Guerlain para Hombres,Habit Rouge Parfum de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres. Esta fragrancia es nueva. Habit Rouge Parfum se lanzó en 2024. La Nariz detrás de esta fragrancia es Delphine Jelk.,62.08325516,,46.04162758,71.54921499,,,4.32,5,688,,,,"['vainilla', 'ron', 'pachulí', 'bergamota']",,,49.46210046,59.21960345,,,,,54.20821295,,,,,,,,,,,66.59110523,100,,,,,,,51.47738785,,,,,,,,,,,,,,,,,73.69695378,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Parfum-90802.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Rouge Privé Guerlain para Hombres,"Habit Rouge Rouge Privé de Guerlain es una fragancia de la familia olfativa Cuero para Hombres. Esta fragrancia es nueva. Habit Rouge Rouge Privé se lanzó en 2023. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son bergamota y jengibre; las Notas de Corazón son flor de azahar del naranjo y iris; las Notas de Fondo son cuero, vainilla y pachulí.",100,,53.95127868,55.62923279,,,4.28,5,669,"['bergamota', 'jengibre']","['flor de azahar del naranjo', 'iris']","['cuero', 'vainilla', 'pachulí']",,,,,64.70180936,,,65.09905994,,55.5847569,,,,,,,,89.38188618,,,58.4767007,61.78813302,,,,,66.71080562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Rouge-Prive-80690.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habit Rouge Sport Guerlain para Hombres,"Habit Rouge Sport de Guerlain es una fragancia de la familia olfativa Cítrica Aromática para Hombres. Habit Rouge Sport se lanzó en 2009. Las Notas de Salida son lima (limón verde), naranja amarga y pimienta rosa; las Notas de Corazón son rosa, bambú, jazmín y pachulí; las Notas de Fondo son vainilla, cuero, notas amaderadas y almizcle.",100,,,93.28273025,,,4.29,5,301,"['lima (limón verde)', 'naranja amarga', 'pimienta rosa']","['rosa', 'bambú', 'jazmín', 'pachulí']","['vainilla', 'cuero', 'notas amaderadas', 'almizcle']",,,,48.66660648,,,,56.86862759,48.66660648,,,,,,67.33321295,,46.65142555,55.45475065,,,52.62609391,57.92948672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Habit-Rouge-Sport-5456.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Eau de Parfum Guerlain para Hombres,"Heritage Eau de Parfum de Guerlain es una fragancia de la familia olfativa Amaderada Especiada para Hombres. Heritage Eau de Parfum se lanzó en 1992. La Nariz detrás de esta fragrancia es Jean-Paul Guerlain. Las Notas de Salida son lavanda, bayas de enebro, aldehídos, esclarea, bergamota, limón (lima ácida), violeta, notas verdes y petit grain; las Notas de Corazón son pachulí, clavel, raíz de lirio, abeto balsámico, cilantro, pimienta, pimienta rosa, geranio, rosa, jazmín, lirio de los valles (muguete) y ciclamen (violeta persa); las Notas de Fondo son ámbar, sándalo, musgo de roble, almizcle y cedro.",,89.01906045,71.35204082,100,49.28715826,,4.39,5,947,"['lavanda', 'bayas de enebro', 'aldehídos', 'esclarea', 'bergamota', 'limón (lima ácida)', 'violeta', 'notas verdes', 'petit grain']","['pachulí', 'clavel', 'raíz de lirio', 'abeto balsámico', 'cilantro', 'pimienta', 'pimienta rosa', 'geranio', 'rosa', 'jazmín', 'lirio de los valles (muguete)', 'ciclamen (violeta persa)']","['ámbar', 'sándalo', 'musgo de roble', 'almizcle', 'cedro']",,55.18916057,,,64.23469388,,,,,62.08124759,,,50.07171737,,,,,,51.85887563,,55.97323835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Heritage-Eau-de-Parfum-25312.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Eau de Toilette Guerlain para Hombres,"Heritage Eau de Toilette de Guerlain es una fragancia de la familia olfativa Amaderada Especiada para Hombres. Heritage Eau de Toilette se lanzó en 1992. La Nariz detrás de esta fragrancia es Jean-Paul Guerlain. Las Notas de Salida son lavanda, aldehídos, bayas de enebro, esclarea, bergamota, limón (lima ácida), violeta, notas verdes y petit grain; las Notas de Corazón son pachulí, cilantro, geranio, pimienta, clavel, abeto balsámico, rosa, pimienta rosa, raíz de lirio, jazmín, ciclamen (violeta persa) y lirio de los valles (muguete); las Notas de Fondo son sándalo, ámbar, musgo de roble, cedro y almizcle.",,88.65466703,70.45967851,100,51.40044577,,4.44,5,2232,"['lavanda', 'aldehídos', 'bayas de enebro', 'esclarea', 'bergamota', 'limón (lima ácida)', 'violeta', 'notas verdes', 'petit grain']","['pachulí', 'cilantro', 'geranio', 'pimienta', 'clavel', 'abeto balsámico', 'rosa', 'pimienta rosa', 'raíz de lirio', 'jazmín', 'ciclamen (violeta persa)', 'lirio de los valles (muguete)']","['sándalo', 'ámbar', 'musgo de roble', 'cedro', 'almizcle']",,52.91854654,,,63.29420505,,,,,58.97771174,,,47.51607456,,,,,,47.01067135,,55.56186681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Heritage-Eau-de-Toilette-1880.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerlain Idylle Duet Jasmin-Lilas Guerlain para Mujeres,Guerlain Idylle Duet Jasmin-Lilas de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Guerlain Idylle Duet Jasmin-Lilas se lanzó en 2012. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son lila y notas verdes; las Notas de Corazón son jazmín y rosa; las Notas de Fondo son almizcle y notas amaderadas.,,,,,,61.6980808,4.08,5,640,"['lila', 'notas verdes']","['jazmín', 'rosa']","['almizcle', 'notas amaderadas']",,,,,,,63.47750165,76.40979189,58.24945099,44.12486862,,,100,,52.01260382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Guerlain-Idylle-Duet-Jasmin-Lilas-14179.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idylle Guerlain para Mujeres,"Idylle de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Idylle se lanzó en 2009. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son tintura de rosas, fresia, lichi y frambuesa; las Notas de Corazón son lirio de los valles (muguete), jazmín, lila, peonía y azucena; las Notas de Fondo son almizcle y pachulí.",,,,,,79.62053082,3.79,5,6682,"['tintura de rosas', 'fresia', 'lichi', 'frambuesa']","['lirio de los valles (muguete)', 'jazmín', 'lila', 'peonía', 'azucena']","['almizcle', 'pachulí']",,,,,,,51.89405571,100,52.25597719,,,,95.1509834,,65.29282737,,,,,44.2882211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Idylle-6341.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idylle Duet Guerlain para Mujeres,"Idylle Duet de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Idylle Duet se lanzó en 2011. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son rosa y pachulí; las Notas de Corazón son lirio de los valles (muguete), fresia, peonía y jazmín; la Nota de Fondo es almizcle.",,,,59.01895221,,71.31317403,3.97,5,429,"['rosa', 'pachulí']","['lirio de los valles (muguete)', 'fresia', 'peonía', 'jazmín']",['almizcle'],,49.34612233,,,54.18230598,,,86.48736519,63.96615299,46.98284521,,,99.15071897,,100,,,,,,78.36507454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Idylle-Duet-11317.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idylle Eau de toilette Guerlain para Mujeres,Idylle Eau de toilette de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Idylle Eau de toilette se lanzó en 2010. La Nariz detrás de esta fragrancia es Thierry Wasser.,,,,,,87.65134185,3.97,5,1648,,,,"['lirio de los valles (muguete)', 'lila', 'peonía', 'almizcle', 'jazmín', 'rosa']",,,,,,55.00365749,86.21079826,50.35111902,,,,100,,60.83005992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Idylle-Eau-de-toilette-10024.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
